utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10953 MiB, 216 MiB
0 %, 0 %, 11169 MiB, 10923 MiB, 246 MiB
0 %, 0 %, 11169 MiB, 10919 MiB, 250 MiB
3 %, 0 %, 11169 MiB, 10917 MiB, 252 MiB
3 %, 0 %, 11169 MiB, 10911 MiB, 258 MiB
3 %, 0 %, 11169 MiB, 10909 MiB, 260 MiB
3 %, 0 %, 11169 MiB, 10905 MiB, 264 MiB
3 %, 0 %, 11169 MiB, 10901 MiB, 268 MiB
3 %, 0 %, 11169 MiB, 10895 MiB, 274 MiB
3 %, 0 %, 11169 MiB, 10887 MiB, 282 MiB
5 %, 1 %, 11169 MiB, 10791 MiB, 378 MiB
5 %, 1 %, 11169 MiB, 10791 MiB, 378 MiB
5 %, 1 %, 11169 MiB, 10791 MiB, 378 MiB
1 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
1 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
1 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
0 %, 0 %, 11169 MiB, 10791 MiB, 378 MiB
