utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
98 %, 53 %, 11169 MiB, 375 MiB, 10794 MiB
98 %, 50 %, 11169 MiB, 375 MiB, 10794 MiB
98 %, 50 %, 11169 MiB, 375 MiB, 10794 MiB
99 %, 50 %, 11169 MiB, 375 MiB, 10794 MiB
99 %, 50 %, 11169 MiB, 375 MiB, 10794 MiB
99 %, 50 %, 11169 MiB, 375 MiB, 10794 MiB
86 %, 46 %, 11169 MiB, 375 MiB, 10794 MiB
86 %, 46 %, 11169 MiB, 375 MiB, 10794 MiB
86 %, 46 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
2 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
2 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
2 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
55 %, 31 %, 11169 MiB, 375 MiB, 10794 MiB
55 %, 31 %, 11169 MiB, 375 MiB, 10794 MiB
55 %, 31 %, 11169 MiB, 375 MiB, 10794 MiB
92 %, 53 %, 11169 MiB, 375 MiB, 10794 MiB
92 %, 53 %, 11169 MiB, 375 MiB, 10794 MiB
92 %, 53 %, 11169 MiB, 375 MiB, 10794 MiB
94 %, 44 %, 11169 MiB, 375 MiB, 10794 MiB
94 %, 44 %, 11169 MiB, 375 MiB, 10794 MiB
94 %, 43 %, 11169 MiB, 375 MiB, 10794 MiB
94 %, 43 %, 11169 MiB, 375 MiB, 10794 MiB
92 %, 49 %, 11169 MiB, 375 MiB, 10794 MiB
92 %, 49 %, 11169 MiB, 375 MiB, 10794 MiB
92 %, 49 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
3 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
3 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
3 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
98 %, 60 %, 11169 MiB, 375 MiB, 10794 MiB
98 %, 60 %, 11169 MiB, 375 MiB, 10794 MiB
98 %, 57 %, 11169 MiB, 375 MiB, 10794 MiB
97 %, 50 %, 11169 MiB, 375 MiB, 10794 MiB
97 %, 50 %, 11169 MiB, 375 MiB, 10794 MiB
97 %, 50 %, 11169 MiB, 375 MiB, 10794 MiB
97 %, 50 %, 11169 MiB, 375 MiB, 10794 MiB
100 %, 51 %, 11169 MiB, 375 MiB, 10794 MiB
100 %, 51 %, 11169 MiB, 375 MiB, 10794 MiB
100 %, 51 %, 11169 MiB, 375 MiB, 10794 MiB
33 %, 17 %, 11169 MiB, 375 MiB, 10794 MiB
33 %, 17 %, 11169 MiB, 375 MiB, 10794 MiB
33 %, 17 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
1 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
1 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
1 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
1 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
40 %, 25 %, 11169 MiB, 375 MiB, 10794 MiB
40 %, 24 %, 11169 MiB, 375 MiB, 10794 MiB
40 %, 24 %, 11169 MiB, 375 MiB, 10794 MiB
96 %, 51 %, 11169 MiB, 375 MiB, 10794 MiB
96 %, 51 %, 11169 MiB, 375 MiB, 10794 MiB
96 %, 50 %, 11169 MiB, 375 MiB, 10794 MiB
99 %, 51 %, 11169 MiB, 375 MiB, 10794 MiB
99 %, 51 %, 11169 MiB, 375 MiB, 10794 MiB
99 %, 51 %, 11169 MiB, 375 MiB, 10794 MiB
99 %, 51 %, 11169 MiB, 375 MiB, 10794 MiB
97 %, 51 %, 11169 MiB, 375 MiB, 10794 MiB
97 %, 51 %, 11169 MiB, 375 MiB, 10794 MiB
97 %, 51 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
3 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
3 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
3 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
96 %, 59 %, 11169 MiB, 375 MiB, 10794 MiB
96 %, 59 %, 11169 MiB, 375 MiB, 10794 MiB
96 %, 55 %, 11169 MiB, 375 MiB, 10794 MiB
96 %, 55 %, 11169 MiB, 375 MiB, 10794 MiB
58 %, 33 %, 11169 MiB, 375 MiB, 10794 MiB
58 %, 33 %, 11169 MiB, 375 MiB, 10794 MiB
58 %, 33 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
87 %, 40 %, 11169 MiB, 375 MiB, 10794 MiB
87 %, 40 %, 11169 MiB, 375 MiB, 10794 MiB
87 %, 40 %, 11169 MiB, 375 MiB, 10794 MiB
89 %, 47 %, 11169 MiB, 375 MiB, 10794 MiB
89 %, 47 %, 11169 MiB, 375 MiB, 10794 MiB
89 %, 47 %, 11169 MiB, 375 MiB, 10794 MiB
41 %, 25 %, 11169 MiB, 375 MiB, 10794 MiB
41 %, 24 %, 11169 MiB, 375 MiB, 10794 MiB
41 %, 24 %, 11169 MiB, 375 MiB, 10794 MiB
41 %, 24 %, 11169 MiB, 375 MiB, 10794 MiB
37 %, 18 %, 11169 MiB, 375 MiB, 10794 MiB
37 %, 18 %, 11169 MiB, 375 MiB, 10794 MiB
37 %, 18 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
90 %, 53 %, 11169 MiB, 375 MiB, 10794 MiB
90 %, 53 %, 11169 MiB, 375 MiB, 10794 MiB
90 %, 53 %, 11169 MiB, 375 MiB, 10794 MiB
100 %, 48 %, 11169 MiB, 375 MiB, 10794 MiB
100 %, 48 %, 11169 MiB, 375 MiB, 10794 MiB
100 %, 48 %, 11169 MiB, 375 MiB, 10794 MiB
100 %, 48 %, 11169 MiB, 375 MiB, 10794 MiB
95 %, 54 %, 11169 MiB, 375 MiB, 10794 MiB
95 %, 49 %, 11169 MiB, 375 MiB, 10794 MiB
95 %, 49 %, 11169 MiB, 375 MiB, 10794 MiB
63 %, 36 %, 11169 MiB, 375 MiB, 10794 MiB
63 %, 36 %, 11169 MiB, 375 MiB, 10794 MiB
63 %, 34 %, 11169 MiB, 375 MiB, 10794 MiB
98 %, 52 %, 11169 MiB, 375 MiB, 10794 MiB
98 %, 52 %, 11169 MiB, 375 MiB, 10794 MiB
98 %, 52 %, 11169 MiB, 375 MiB, 10794 MiB
98 %, 52 %, 11169 MiB, 375 MiB, 10794 MiB
100 %, 51 %, 11169 MiB, 375 MiB, 10794 MiB
100 %, 51 %, 11169 MiB, 375 MiB, 10794 MiB
100 %, 51 %, 11169 MiB, 375 MiB, 10794 MiB
42 %, 22 %, 11169 MiB, 375 MiB, 10794 MiB
42 %, 22 %, 11169 MiB, 375 MiB, 10794 MiB
42 %, 22 %, 11169 MiB, 375 MiB, 10794 MiB
2 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
2 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
2 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
2 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
17 %, 9 %, 11169 MiB, 375 MiB, 10794 MiB
17 %, 9 %, 11169 MiB, 375 MiB, 10794 MiB
17 %, 8 %, 11169 MiB, 375 MiB, 10794 MiB
61 %, 35 %, 11169 MiB, 375 MiB, 10794 MiB
61 %, 35 %, 11169 MiB, 375 MiB, 10794 MiB
61 %, 35 %, 11169 MiB, 375 MiB, 10794 MiB
61 %, 35 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
58 %, 35 %, 11169 MiB, 375 MiB, 10794 MiB
58 %, 35 %, 11169 MiB, 375 MiB, 10794 MiB
58 %, 35 %, 11169 MiB, 375 MiB, 10794 MiB
99 %, 47 %, 11169 MiB, 375 MiB, 10794 MiB
99 %, 47 %, 11169 MiB, 375 MiB, 10794 MiB
99 %, 47 %, 11169 MiB, 375 MiB, 10794 MiB
97 %, 51 %, 11169 MiB, 375 MiB, 10794 MiB
97 %, 51 %, 11169 MiB, 375 MiB, 10794 MiB
97 %, 51 %, 11169 MiB, 375 MiB, 10794 MiB
97 %, 48 %, 11169 MiB, 375 MiB, 10794 MiB
76 %, 43 %, 11169 MiB, 375 MiB, 10794 MiB
76 %, 43 %, 11169 MiB, 375 MiB, 10794 MiB
76 %, 43 %, 11169 MiB, 375 MiB, 10794 MiB
98 %, 47 %, 11169 MiB, 375 MiB, 10794 MiB
98 %, 47 %, 11169 MiB, 375 MiB, 10794 MiB
98 %, 44 %, 11169 MiB, 375 MiB, 10794 MiB
99 %, 56 %, 11169 MiB, 375 MiB, 10794 MiB
99 %, 56 %, 11169 MiB, 375 MiB, 10794 MiB
99 %, 52 %, 11169 MiB, 375 MiB, 10794 MiB
99 %, 52 %, 11169 MiB, 375 MiB, 10794 MiB
60 %, 34 %, 11169 MiB, 375 MiB, 10794 MiB
60 %, 34 %, 11169 MiB, 375 MiB, 10794 MiB
60 %, 34 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
31 %, 19 %, 11169 MiB, 375 MiB, 10794 MiB
31 %, 18 %, 11169 MiB, 375 MiB, 10794 MiB
31 %, 18 %, 11169 MiB, 375 MiB, 10794 MiB
97 %, 60 %, 11169 MiB, 375 MiB, 10794 MiB
97 %, 56 %, 11169 MiB, 375 MiB, 10794 MiB
97 %, 56 %, 11169 MiB, 375 MiB, 10794 MiB
97 %, 56 %, 11169 MiB, 375 MiB, 10794 MiB
99 %, 47 %, 11169 MiB, 375 MiB, 10794 MiB
99 %, 47 %, 11169 MiB, 375 MiB, 10794 MiB
99 %, 47 %, 11169 MiB, 375 MiB, 10794 MiB
100 %, 53 %, 11169 MiB, 375 MiB, 10794 MiB
100 %, 53 %, 11169 MiB, 375 MiB, 10794 MiB
100 %, 53 %, 11169 MiB, 375 MiB, 10794 MiB
6 %, 2 %, 11169 MiB, 375 MiB, 10794 MiB
6 %, 2 %, 11169 MiB, 375 MiB, 10794 MiB
6 %, 2 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
46 %, 28 %, 11169 MiB, 375 MiB, 10794 MiB
46 %, 26 %, 11169 MiB, 375 MiB, 10794 MiB
46 %, 26 %, 11169 MiB, 375 MiB, 10794 MiB
76 %, 47 %, 11169 MiB, 375 MiB, 10794 MiB
76 %, 44 %, 11169 MiB, 375 MiB, 10794 MiB
76 %, 44 %, 11169 MiB, 375 MiB, 10794 MiB
76 %, 44 %, 11169 MiB, 375 MiB, 10794 MiB
98 %, 46 %, 11169 MiB, 375 MiB, 10794 MiB
98 %, 46 %, 11169 MiB, 375 MiB, 10794 MiB
98 %, 46 %, 11169 MiB, 375 MiB, 10794 MiB
100 %, 55 %, 11169 MiB, 375 MiB, 10794 MiB
100 %, 55 %, 11169 MiB, 375 MiB, 10794 MiB
100 %, 55 %, 11169 MiB, 375 MiB, 10794 MiB
14 %, 5 %, 11169 MiB, 375 MiB, 10794 MiB
14 %, 5 %, 11169 MiB, 375 MiB, 10794 MiB
14 %, 5 %, 11169 MiB, 375 MiB, 10794 MiB
14 %, 5 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
2 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
2 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
2 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
2 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
26 %, 17 %, 11169 MiB, 375 MiB, 10794 MiB
26 %, 16 %, 11169 MiB, 375 MiB, 10794 MiB
26 %, 16 %, 11169 MiB, 375 MiB, 10794 MiB
97 %, 59 %, 11169 MiB, 375 MiB, 10794 MiB
97 %, 57 %, 11169 MiB, 375 MiB, 10794 MiB
97 %, 57 %, 11169 MiB, 375 MiB, 10794 MiB
98 %, 47 %, 11169 MiB, 375 MiB, 10794 MiB
98 %, 47 %, 11169 MiB, 375 MiB, 10794 MiB
98 %, 47 %, 11169 MiB, 375 MiB, 10794 MiB
98 %, 47 %, 11169 MiB, 375 MiB, 10794 MiB
100 %, 53 %, 11169 MiB, 375 MiB, 10794 MiB
100 %, 53 %, 11169 MiB, 375 MiB, 10794 MiB
100 %, 53 %, 11169 MiB, 375 MiB, 10794 MiB
7 %, 4 %, 11169 MiB, 375 MiB, 10794 MiB
7 %, 4 %, 11169 MiB, 375 MiB, 10794 MiB
7 %, 4 %, 11169 MiB, 375 MiB, 10794 MiB
2 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
2 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
2 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
2 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
3 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
3 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
3 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
49 %, 30 %, 11169 MiB, 375 MiB, 10794 MiB
49 %, 29 %, 11169 MiB, 375 MiB, 10794 MiB
49 %, 29 %, 11169 MiB, 375 MiB, 10794 MiB
49 %, 29 %, 11169 MiB, 375 MiB, 10794 MiB
63 %, 38 %, 11169 MiB, 375 MiB, 10794 MiB
63 %, 36 %, 11169 MiB, 375 MiB, 10794 MiB
63 %, 36 %, 11169 MiB, 375 MiB, 10794 MiB
98 %, 49 %, 11169 MiB, 375 MiB, 10794 MiB
98 %, 49 %, 11169 MiB, 375 MiB, 10794 MiB
98 %, 49 %, 11169 MiB, 375 MiB, 10794 MiB
100 %, 53 %, 11169 MiB, 375 MiB, 10794 MiB
100 %, 53 %, 11169 MiB, 375 MiB, 10794 MiB
100 %, 53 %, 11169 MiB, 375 MiB, 10794 MiB
20 %, 9 %, 11169 MiB, 375 MiB, 10794 MiB
20 %, 9 %, 11169 MiB, 375 MiB, 10794 MiB
20 %, 9 %, 11169 MiB, 375 MiB, 10794 MiB
20 %, 9 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
38 %, 24 %, 11169 MiB, 375 MiB, 10794 MiB
38 %, 23 %, 11169 MiB, 375 MiB, 10794 MiB
38 %, 22 %, 11169 MiB, 375 MiB, 10794 MiB
38 %, 22 %, 11169 MiB, 375 MiB, 10794 MiB
97 %, 55 %, 11169 MiB, 375 MiB, 10794 MiB
97 %, 54 %, 11169 MiB, 375 MiB, 10794 MiB
97 %, 54 %, 11169 MiB, 375 MiB, 10794 MiB
99 %, 47 %, 11169 MiB, 375 MiB, 10794 MiB
99 %, 47 %, 11169 MiB, 375 MiB, 10794 MiB
99 %, 47 %, 11169 MiB, 375 MiB, 10794 MiB
99 %, 53 %, 11169 MiB, 375 MiB, 10794 MiB
99 %, 53 %, 11169 MiB, 375 MiB, 10794 MiB
99 %, 53 %, 11169 MiB, 375 MiB, 10794 MiB
99 %, 53 %, 11169 MiB, 375 MiB, 10794 MiB
1 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
1 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
1 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
45 %, 27 %, 11169 MiB, 375 MiB, 10794 MiB
45 %, 26 %, 11169 MiB, 375 MiB, 10794 MiB
45 %, 26 %, 11169 MiB, 375 MiB, 10794 MiB
98 %, 57 %, 11169 MiB, 375 MiB, 10794 MiB
98 %, 57 %, 11169 MiB, 375 MiB, 10794 MiB
98 %, 56 %, 11169 MiB, 375 MiB, 10794 MiB
98 %, 47 %, 11169 MiB, 375 MiB, 10794 MiB
98 %, 47 %, 11169 MiB, 375 MiB, 10794 MiB
98 %, 46 %, 11169 MiB, 375 MiB, 10794 MiB
98 %, 46 %, 11169 MiB, 375 MiB, 10794 MiB
91 %, 49 %, 11169 MiB, 375 MiB, 10794 MiB
91 %, 49 %, 11169 MiB, 375 MiB, 10794 MiB
91 %, 49 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
3 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
3 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
3 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
3 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
62 %, 37 %, 11169 MiB, 375 MiB, 10794 MiB
62 %, 37 %, 11169 MiB, 375 MiB, 10794 MiB
62 %, 37 %, 11169 MiB, 375 MiB, 10794 MiB
98 %, 54 %, 11169 MiB, 375 MiB, 10794 MiB
98 %, 53 %, 11169 MiB, 375 MiB, 10794 MiB
98 %, 53 %, 11169 MiB, 375 MiB, 10794 MiB
99 %, 48 %, 11169 MiB, 375 MiB, 10794 MiB
99 %, 48 %, 11169 MiB, 375 MiB, 10794 MiB
99 %, 48 %, 11169 MiB, 375 MiB, 10794 MiB
99 %, 48 %, 11169 MiB, 375 MiB, 10794 MiB
69 %, 38 %, 11169 MiB, 375 MiB, 10794 MiB
69 %, 38 %, 11169 MiB, 375 MiB, 10794 MiB
69 %, 38 %, 11169 MiB, 375 MiB, 10794 MiB
1 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
1 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
1 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
38 %, 24 %, 11169 MiB, 375 MiB, 10794 MiB
38 %, 22 %, 11169 MiB, 375 MiB, 10794 MiB
38 %, 22 %, 11169 MiB, 375 MiB, 10794 MiB
98 %, 49 %, 11169 MiB, 375 MiB, 10794 MiB
98 %, 49 %, 11169 MiB, 375 MiB, 10794 MiB
98 %, 49 %, 11169 MiB, 375 MiB, 10794 MiB
98 %, 49 %, 11169 MiB, 375 MiB, 10794 MiB
100 %, 53 %, 11169 MiB, 375 MiB, 10794 MiB
100 %, 53 %, 11169 MiB, 375 MiB, 10794 MiB
100 %, 52 %, 11169 MiB, 375 MiB, 10794 MiB
97 %, 50 %, 11169 MiB, 375 MiB, 10794 MiB
97 %, 50 %, 11169 MiB, 375 MiB, 10794 MiB
97 %, 50 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
3 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
3 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
3 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
33 %, 20 %, 11169 MiB, 375 MiB, 10794 MiB
33 %, 20 %, 11169 MiB, 375 MiB, 10794 MiB
33 %, 20 %, 11169 MiB, 375 MiB, 10794 MiB
33 %, 20 %, 11169 MiB, 375 MiB, 10794 MiB
45 %, 25 %, 11169 MiB, 375 MiB, 10794 MiB
45 %, 25 %, 11169 MiB, 375 MiB, 10794 MiB
45 %, 25 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
0 %, 0 %, 11169 MiB, 375 MiB, 10794 MiB
